,brands,prices,tier
3113,ALANUI,,['designer']
3114,Kiton,,['designer']
3115,Gucci,,['designer']
3116,Stella McCartney,,['designer']
3117,Prada,,['designer']
3118,Balenciaga,,['designer']
3119,Louis Vuitton,,['designer']
3120,Gucci,,['designer']
3121,Gucci,,['designer']
3122,Bloomingdale's,,['designer']
3123,VALENTINO,,['designer']
3124,Alexander McQueen,,['designer']
3125,Alexander McQueen,,['designer']
3126,Dolce & Gabbana,,['designer']
3127,Jil Sander,,['designer']
3128,Louis Vuitton,,['designer']
3129,Miu Miu,,['designer']
3130,Alberta Ferretti,,['designer']
3131,Etro,,['designer']
3132,Giuseppe Zanotti,,['designer']
3133,Bottega Veneta,,['designer']
3134,Prada,,['designer']
3135,Miu Miu,,['designer']
3136,Versace,MMM,['designer']
3137,Jil Sander,,['designer']
3138,Canada Goose,,['designer']
3139,paco rabanne,KKK,['designer']
3140,Peserico,,['designer']
3141,Jimmy Choo,,['designer']
3142,Jil Sander,,['designer']
3143,ISABEL MARANT,,['designer']
3144,MM6 Maison Margiela,,['designer']
3145,Bearbrick,,['designer']
3146,Gentry Portofino,,['designer']
3147,Gucci,,['designer']
3148,Chloé,,['designer']
3149,Versace,,['designer']
3150,EF COLLECTION,,['designer']
3151,Amina Muaddi,,['designer']
3152,BAPE,,['designer']
3153,Burberry,,['designer']
3154,noir kei ninomiya,,['designer']
3155,Etro,,['designer']
3156,MM6 Maison Martin Margiela,KKK,['designer']
3157,Bottega Veneta,,['designer']
3158,Bony Levy,,['designer']
3159,Prada,,['designer']
3160,Nourison,,['designer']
3161,Marina Rinaldi,,['designer']
3162,Proenza Schouler,,['designer']
3163,Alexander Wang,,['designer']
3164,Alexander Wang,,['designer']
3165,Bloomingdale's,,['designer']
3166,CUSHNIE,,['designer']
3167,Comme des Garcons Homme Plus,,['designer']
3168,Brunello Cucinelli,,['designer']
3169,Prada,,['designer']
3170,Tabitha Simmons,,['designer']
3171,Bottega Veneta,,['designer']
3172,Rosie Assoulin,,['designer']
3173,Maria Tash,,['designer']
3174,Cornelian Taurus By Daisuke Iwanaga,,['designer']
3175,The Row,,['designer']
3176,Saint Laurent,,['designer']
3177,Giuseppe Zanotti,,['designer']
3178,Lost Daze,,['designer']
3179,Emporio Armani,,['designer']
3180,Kiton,,['designer']
3181,Balenciaga,,['designer']
3182,Saint Laurent,,['designer']
3183,Bottega Veneta,,['designer']
3184,Aztech Mountain,,['designer']
3185,Casadei,MMM,['designer']
3186,Prada,,['designer']
3187,Versace,,['designer']
3188,MARC JACOBS,,['designer']
3189,MISSONIHOME,,['designer']
3190,Gucci,,['designer']
3191,Dalyn Rug Company,,['designer']
3192,Jimmy Choo,,['designer']
3193,Forzieri,,['designer']
3194,Salvatore Ferragamo,,['designer']
3195,adidas,,['designer']
3196,Sparrow & Wren,,['designer']
3197,Marchesa Notte,,['designer']
3198,Herno,,['designer']
3199,Giuseppe Zanotti,,['designer']
3200,Michelle Mason,,['designer']
3201,Linda Farrow,,['designer']
3202,Balenciaga,,['designer']
3203,Miu Miu,,['designer']
3204,Burberry,,['designer']
3205,Proenza Schouler,,['designer']
3206,Lela Rose,,['designer']
3207,Stella McCartney,,['designer']
3208,Marsell,,['designer']
3209,Loewe,,['designer']
3210,VALENTINO,,['designer']
3211,Philipp Plein,,['designer']
3212,Maison Margiela,,['designer']
3213,Maison Margiela,,['designer']
3214,Mr & Mrs Italy,,['designer']
3215,Fendi,,['designer']
3216,Jil Sander,,['designer']
3217,Lafayette 148 New York,,['designer']
3218,Fear of God,,['designer']
3219,Gianvito Rossi,MMM,['designer']
3220,VALENTINO,,['designer']
3221,Versace,,['designer']
3222,Stouls,,['designer']
3223,Moschino,,['designer']
3224,Prada,,['designer']
3225,Giambattista Valli,,['designer']
3226,Stuart Weitzman,,['designer']
3227,Matthew Adams Dolan,,['designer']
3228,Off-White,,['designer']
3229,Movado,,['designer']
3230,SACAI,,['designer']
3231,Alexander Wang,,['designer']
3232,Alexander Wang,,['designer']
3233,Prada,,['designer']
3234,Sies Marjan,,['designer']
3235,Acler,,['designer']
3236,Samsonite,,['designer']
3237,Versace,,['designer']
3238,Emilio Pucci,,['designer']
3239,Kiko Kostadinov,,['designer']
3240,MSGM,,['designer']
3241,Prada,,['designer']
3242,ami,,['designer']
3243,Ralph Lauren Home,,['designer']
3244,Gucci,,['designer']
3245,Etro,,['designer']
3246,MONSE,,['designer']
3247,Junya Watanabe,,['designer']
3248,M Missoni,,['designer']
3249,Royal Crown Derby,,['designer']
3250,Dolce & Gabbana,,['designer']
3251,Givenchy,,['designer']
3252,Emilio Pucci,,['designer']
3253,Alexander McQueen,,['designer']
3254,Alexander McQueen,,['designer']
3255,Manolo Blahnik,,['designer']
3256,ISABEL MARANT,,['designer']
3257,RED Valentino,,['designer']
3258,VALENTINO,,['designer']
3259,Jil Sander,,['designer']
3260,Stella McCartney,,['designer']
3261,Z Zegna,,['designer']
3262,Dolce & Gabbana,,['designer']
3263,Franz Collection,,['designer']
3264,Lalique,,['designer']
3265,Amina Muaddi,,['designer']
3266,Bottega Veneta,,['designer']
3267,Balmain,,['designer']
3268,Deitas,,['designer']
3269,Gucci,,['designer']
3270,Rick Owens,,['designer']
3271,Alexander McQueen,,['designer']
3272,Alexander McQueen,,['designer']
3273,Gucci,,['designer']
3274,Junya Watanabe,,['designer']
3275,Gucci,,['designer']
3276,Creed,,['designer']
3277,Rick Owens,,['designer']
3278,Just Cavalli,,['designer']
3279,MSGM,,['designer']
3280,Sara Battaglia,,['designer']
3281,kismet by milka,,['designer']
3282,Versace,,['designer']
3283,Petar Petrov,,['designer']
3284,Rick Owens,,['designer']
3285,Bottega Veneta,,['designer']
3286,Adam Lippes,,['designer']
3287,VALENTINO,,['designer']
3288,FAZ/ not fur,,['designer']
3289,Prada,,['designer']
3290,Jacquemus,,['designer']
3291,1017 ALYX 9SM,,['designer']
3292,Versace,,['designer']
3293,Rosantica,,['designer']
3294,Mia & Beverly,,['designer']
3295,MSGM,,['designer']
3296,Nourison,,['designer']
3297,Thom Browne,,['designer']
3298,Torrini,,['designer']
3299,Sies Marjan,,['designer']
3300,Hermès Pre-Owned,,['designer']
3301,Saint Laurent,,['designer']
3302,VALENTINO,,['designer']
3303,Jimmy Choo,,['designer']
3304,Undercover,,['designer']
3305,Chloé,,['designer']
3306,Prada,,['designer']
3307,Balenciaga,,['designer']
3308,Yohji Yamamoto,,['designer']
3309,Rick Owens,,['designer']
3310,Forzieri,,['designer']
3311,Adam Lippes,,['designer']
3312,Tibi,,['designer']
3313,Fendi,,['designer']
3314,Saint Laurent,,['designer']
3315,ALANUI,,['designer']
3316,Palm Angels,,['designer']
3317,Ann Demeulemeester,,['designer']
3318,Tom Ford,,['designer']
3319,Moose Knuckles,,['designer']
3320,Alexander McQueen,,['designer']
3321,Alexander McQueen,,['designer']
3322,Supreme,,['designer']
3323,Giuseppe Zanotti,,['designer']
3324,Burberry,,['designer']
3325,Yves Salomon - Meteo,,['designer']
3326,Tod's,,['designer']
3327,Marni,,['designer']
3328,Dolce & Gabbana,,['designer']
3329,Saint Laurent,,['designer']
3330,Herno,,['designer']
3331,Givenchy,,['designer']
3332,Borgo de Nor,,['designer']
3333,Ermenegildo Zegna,,['designer']
3334,Miu Miu,,['designer']
3335,Roland Mouret,,['designer']
3336,Dolce & Gabbana,,['designer']
3337,Balenciaga,,['designer']
3338,Bao Bao Issey Miyake,,['designer']
3339,AQUAZZURA,,['designer']
3340,Tibi,,['designer']
3341,Balenciaga,,['designer']
3342,Burberry,,['designer']
3343,Dolce & Gabbana,,['designer']
3344,Chloé,,['designer']
3345,Chloé,,['designer']
3346,Saint Laurent,,['designer']
3347,VALENTINO,,['designer']
3348,Fabiana Filippi,,['designer']
3349,Gucci,,['designer']
3350,Acne Studios,,['designer']
3351,Stella McCartney,,['designer']
3352,Saint Laurent,,['designer']
3353,Prada,,['designer']
3354,Jimmy Choo,,['designer']
3355,Ulla Johnson,,['designer']
3356,Saint Laurent,,['designer']
3357,Fear of God,,['designer']
3358,Ellery,,['designer']
3359,ISABEL MARANT,,['designer']
3360,Versace,,['designer']
3361,Balenciaga,,['designer']
3362,John Hardy,,['designer']
3363,Bric's,,['designer']
3364,MICHELE,,['designer']
3365,Gucci,,['designer']
3366,Alexis,,['designer']
3367,Rickie Freeman for Teri Jon,,['designer']
3368,Sergio Rossi,,['designer']
3369,The Row,MMM,['designer']
3370,Yvonne Leon,,['designer']
3371,Maison Margiela,,['designer']
3372,Maison Margiela,,['designer']
3373,Jimmy Choo,,['designer']
3374,Stella McCartney,,['designer']
3375,Gucci,,['designer']
3376,OAMC,,['designer']
3377,Etro,,['designer']
3378,Gianvito Rossi,,['designer']
3379,Gucci,,['designer']
3380,Off-White,,['designer']
3381,BAPE,,['designer']
3382,MICHELE,,['designer']
3383,Gucci,,['designer']
3384,Cecilie Bahnsen,,['designer']
3385,VALENTINO,,['designer']
3386,Jil Sander,,['designer']
3387,Saint Laurent,,['designer']
3388,Versace,,['designer']
3389,Noor Fares,,['designer']
3390,Gucci,,['designer']
3391,Roland Mouret,JJJ,['designer']
3392,Toteme,,['designer']
3393,Saint Laurent,,['designer']
3394,Missoni,,['designer']
3395,Gucci,,['designer']
3396,Miu Miu,,['designer']
3397,Vuarnet,,['designer']
3398,Adam Lippes,,['designer']
3399,The Row,,['designer']
3400,Bloomingdale's,,['designer']
3401,Zoe Lev,,['designer']
3402,Barrie,,['designer']
3403,Mulberry,,['designer']
3404,rag & bone,,['designer']
3405,Roland Mouret,,['designer']
3406,Camiel Fortgens,,['designer']
3407,Balenciaga,,['designer']
3408,Saint Laurent,,['designer']
3409,Dsquared2,,['designer']
3410,Fendi,,['designer']
3411,MSGM,,['designer']
3412,Haider Ackermann,,['designer']
3413,VALENTINO,,['designer']
3414,Thom Browne,,['designer']
3415,Manolo Blahnik,,['designer']
3416,Loloi,,['designer']
3417,Brunello Cucinelli,,['designer']
3418,Fendi,,['designer']
3419,Moschino,,['designer']
3420,Maison Margiela,,['designer']
3421,Maison Margiela,,['designer']
3422,Ralph Lauren Purple Label,,['designer']
3423,Ralph Lauren Purple Label,,['designer']
3424,Lanvin,,['designer']
3425,Michelle Mason,,['designer']
3426,Balmain,,['designer']
3427,EF COLLECTION,,['designer']
3428,Sparrow & Wren,,['designer']
3429,Gucci,,['designer']
3430,Sies Marjan,,['designer']
3431,Prada,,['designer']
3432,Saint Laurent,,['designer']
3433,Philipp Plein,,['designer']
3434,Maison Margiela,,['designer']
3435,Maison Margiela,,['designer']
3436,Maison Rabih Kayrouz,,['designer']
3437,DASH & ALBERT,,['designer']
3438,Alberta Ferretti,,['designer']
3439,Christian Louboutin,,['designer']
3440,Fear of God,,['designer']
3441,Boglioli,,['designer']
3442,Loewe,,['designer']
3443,Burberry,,['designer']
3444,Tom Ford,,['designer']
3445,Gucci,,['designer']
3446,Gucci,,['designer']
3447,Marni,,['designer']
3448,Burberry,,['designer']
3449,Fendi,,['designer']
3450,Meira T,,['designer']
3451,Fendi,,['designer']
3452,Versace,,['designer']
3453,Roland Mouret,,['designer']
3454,Woolrich,,['designer']
3455,Fabiana Filippi,,['designer']
3456,Jil Sander,,['designer']
3457,Saint Laurent,,['designer']
3458,Aurelie Bidermann,,['designer']
3459,Stella McCartney,,['designer']
3460,Stella McCartney,,['designer']
3461,Visvim,,['designer']
3462,VALENTINO,,['designer']
3463,Burberry,,['designer']
3464,ALTUZARRA,,['designer']
3465,F.R.S For Restless Sleepers,,['designer']
3466,Rick Owens,,['designer']
3467,Off-White,,['designer']
3468,Miu Miu,,['designer']
3469,Dolce & Gabbana,,['designer']
3470,Edie Parker,,['designer']
3471,Mulberry,,['designer']
3472,Gucci,,['designer']
3473,Marni,,['designer']
3474,Kenneth Mink,,['designer']
3475,Fendi,,['designer']
3476,Undercover,,['designer']
3477,Sparrow & Wren,,['designer']
3478,Sydney Evan,,['designer']
3479,Delpozo,,['designer']
3480,Moncler,,['designer']
3481,Figue,,['designer']
3482,Prada,,['designer']
3483,Ulla Johnson,,['designer']
3484,Dolce & Gabbana,,['designer']
3485,Lotus Arts de Vivre,,['designer']
3486,Gucci,,['designer']
3487,Talbot Runhof,,['designer']
3488,Thom Browne,,['designer']
3489,Missoni,,['designer']
3490,Alberta Ferretti,,['designer']
3491,Givenchy,,['designer']
3492,Givenchy,,['designer']
3493,Loewe,,['designer']
3494,alexanderwang,,['designer']
3495,alexanderwang,,['designer']
3496,Elisabetta Franchi,,['designer']
3497,Sethi Couture,,['designer']
3498,Ippolita,,['designer']
3499,Christian Siriano,,['designer']
3500,Fendi,,['designer']
3501,EBEL,,['designer']
3502,Balmain,,['designer']
3503,Shrimps,,['designer']
3504,Gucci,,['designer']
3505,Balmain,,['designer']
3506,Talbot Runhof,,['designer']
3507,Marques Almeida,,['designer']
3508,SACAI,,['designer']
3509,Bottega Veneta,,['designer']
3510,RACHEL GILBERT,,['designer']
3511,Etro,,['designer']
3512,Lagos,,['designer']
3513,Jimmy Choo,,['designer']
3514,Brunello Cucinelli,,['designer']
3515,RADO,,['designer']
3516,Louis Vuitton,,['designer']
3517,Fausto Puglisi,,['designer']
3518,Dsquared2,,['designer']
3519,Kc Designs,,['designer']
3520,Emilio Pucci,,['designer']
3521,Rick Owens,,['designer']
3522,David Koma,,['designer']
3523,Talbot Runhof,,['designer']
3524,Maison Margiela,,['designer']
3525,Maison Margiela,,['designer']
3526,ISABEL MARANT,,['designer']
3527,ALTUZARRA,,['designer']
3528,Rickie Freeman for Teri Jon,,['designer']
3529,The Vampire's Wife,,['designer']
3530,Bony Levy,,['designer']
3531,Prada,,['designer']
3532,Gucci,,['designer']
3533,Prada,,['designer']
3534,Safavieh,,['designer']
3535,Dolce & Gabbana,,['designer']
3536,Prada,,['designer']
3537,ALTUZARRA,,['designer']
3538,Bottega Veneta,,['designer']
3539,Loewe,,['designer']
3540,Christian Louboutin,,['designer']
3541,Off-White,,['designer']
3542,St. John,,['designer']
3543,Bloomingdale's,,['designer']
3544,Givenchy,,['designer']
3545,Saint Laurent,,['designer']
3546,Zimmermann,,['designer']
3547,Dolce & Gabbana,,['designer']
3548,Bally,,['designer']
3549,Off-White,,['designer']
3550,Gucci,,['designer']
3551,Missoni,,['designer']
3552,Manolo Blahnik,,['designer']
3553,Bottega Veneta,,['designer']
3554,Brunello Cucinelli,,['designer']
3555,Giorgio Brato,,['designer']
3556,Loewe,,['designer']
3557,Dolce & Gabbana,,['designer']
3558,Nike,,['designer']
3559,Bloomingdale's,,['designer']
3560,Burberry,,['designer']
3561,Herno,,['designer']
3562,Fendi,,['designer']
3563,Gucci,,['designer']
3564,Givenchy,,['designer']
3565,Temple St. Clair,,['designer']
3566,Off-White,,['designer']
3567,Proenza Schouler,,['designer']
3568,Officine Generale,,['designer']
3569,Brunello Cucinelli,,['designer']
3570,Mastermind Japan,,['designer']
3571,Pierre Hardy,,['designer']
3572,Prada,,['designer']
3573,Ann Demeulemeester,,['designer']
3574,DASH & ALBERT,,['designer']
3575,Miu Miu,,['designer']
3576,Ring Jacket,,['designer']
3577,Balmain,,['designer']
3578,Balmain,,['designer']
3579,Prada,,['designer']
3580,Herno,,['designer']
3581,David Koma,,['designer']
3582,David Yurman,,['designer']
3583,Chloé,,['designer']
3584,LANA,,['designer']
3585,Etro,,['designer']
3586,Gucci,,['designer']
3587,Bao Bao Issey Miyake,,['designer']
3588,Lagos,,['designer']
3589,Asics,,['designer']
3590,Armenta,,['designer']
3591,Marni,,['designer']
3592,Thom Browne,,['designer']
3593,Herno,,['designer']
3594,VALENTINO,,['designer']
3595,Roger Vivier,,['designer']
3596,Chloé,,['designer']
3597,Belstaff,,['designer']
3598,Miu Miu,,['designer']
3599,Rick Owens,,['designer']
3600,Gucci,,['designer']
3601,Saint Laurent,,['designer']
3602,Moschino,,['designer']
3603,Fendi,,['designer']
3604,Roberto Cavalli,,['designer']
3605,Roberto Cavalli,,['designer']
3606,Loro Piana,,['designer']
3607,The Row,,['designer']
3608,Tre by Natalie Ratabesi,,['designer']
3609,Lela Rose,,['designer']
3610,Salvatore Ferragamo,,['designer']
3611,Stella McCartney,,['designer']
3612,Gucci,,['designer']
3613,Chloé,,['designer']
3614,Burberry,,['designer']
3615,the VOLON,,['designer']
3616,Mackintosh,,['designer']
3617,Wooyoungmi,,['designer']
3618,Nike,,['designer']
3619,Etro,,['designer']
3620,Lela Rose,,['designer']
3621,Louis Vuitton,,['designer']
3622,Marco Bicego,,['designer']
3623,Miu Miu,,['designer']
3624,Off-White,,['designer']
3625,Roberto Demeglio,,['designer']
3626,Bell & Ross,,['designer']
3627,Brunello Cucinelli,,['designer']
3628,Johanna Ortiz,,['designer']
3629,Attico,,['designer']
3630,Gucci,,['designer']
3631,Stella McCartney,,['designer']
3632,VALENTINO,,['designer']
3633,Brunello Cucinelli,,['designer']
3634,Prada,,['designer']
3635,Dsquared2,,['designer']
3636,Perrin Paris,,['designer']
3637,Maison Margiela,,['designer']
3638,Maison Margiela,,['designer']
3639,Prada,,['designer']
3640,ALANUI,,['designer']
3641,Aspesi,,['designer']
3642,Bloomingdale's,,['designer']
3643,Dsquared2,,['designer']
3644,BLISS Monique Lhuillier,,['designer']
3645,Etro,,['designer']
3646,Gucci,,['designer']
3647,Tom Ford,,['designer']
3648,Chanel Pre-Owned,,['designer']
3649,Givenchy,,['designer']
3650,Jamie Wolf,,['designer']
3651,Alexander McQueen,,['designer']
3652,Alexander McQueen,,['designer']
3653,Bloomingdale's,,['designer']
3654,Chloé,,['designer']
3655,Forzieri,,['designer']
3656,Alberta Ferretti,,['designer']
3657,Huppe,,['designer']
3658,Dolce & Gabbana,,['designer']
3659,Fendi,,['designer']
3660,Emilio Pucci,,['designer']
3661,Kelly Wearstler,,['designer']
3662,Chloé,,['designer']
3663,Gucci,,['designer']
3664,Burberry,,['designer']
3665,Burberry,,['designer']
3666,The Row,,['designer']
3667,Bloomingdale's,,['designer']
3668,Lg,,['designer']
3669,Marni,,['designer']
3670,Haider Ackermann,,['designer']
3671,MSGM,,['designer']
3672,VALENTINO,,['designer']
3673,Victoria Beckham,,['designer']
3674,Adam Lippes,,['designer']
3675,Khaite,,['designer']
3676,Gucci,,['designer']
3677,Versace,,['designer']
3678,Gucci,,['designer']
3679,Prada,,['designer']
3680,Sally LaPointe,,['designer']
3681,Alexander McQueen,,['designer']
3682,Alexander McQueen,,['designer']
3683,Versace,,['designer']
3684,Balmain,,['designer']
3685,Oscar de la Renta,,['designer']
3686,Oscar de la Renta,,['designer']
3687,Saint Laurent,,['designer']
3688,Miu Miu,,['designer']
3689,Fendi,,['designer']
3690,Ermenegildo Zegna,,['designer']
3691,Gucci,,['designer']
3692,Haider Ackermann,,['designer']
3693,Dolce & Gabbana,,['designer']
3694,Louis Vuitton,,['designer']
3695,Paul Smith,,['designer']
3696,Nourison,,['designer']
3697,Gucci,,['designer']
3698,Fendi,,['designer']
3699,Bloomingdale's,,['designer']
3700,Bloomingdale's,,['designer']
3701,Mark Cross,,['designer']
3702,Missoni,,['designer']
3703,Dolce & Gabbana,,['designer']
3704,Gucci,,['designer']
3705,Ashley Pittman,,['designer']
3706,Attico,,['designer']
3707,Gucci,,['designer']
3708,Saint Laurent,,['designer']
3709,Maison Margiela,,['designer']
3710,Maison Margiela,,['designer']
3711,Breville,,['designer']
3712,Jason Wu,,['designer']
3713,Bloomingdale's,,['designer']
3714,Narciso Rodriguez,,['designer']
3715,Gucci,,['designer']
3716,Giorgio Armani,,['designer']
3717,Roberto Cavalli,,['designer']
3718,Roberto Cavalli,,['designer']
3719,Fendi,,['designer']
3720,Gucci,,['designer']
3721,Church's,,['designer']
3722,Saint Laurent,,['designer']
3723,Burberry,,['designer']
3724,Fred,,['designer']
3725,Dolce & Gabbana,,['designer']
3726,Gucci,,['designer']
3727,Gucci,,['designer']
3728,Johanna Ortiz,,['designer']
3729,Alexander McQueen,,['designer']
3730,Alexander McQueen,,['designer']
3731,Monique Lhuillier,,['designer']
3732,Gabriela Hearst,,['designer']
3733,Fendi,,['designer']
3734,Fendi,,['designer']
3735,Ermenegildo Zegna,,['designer']
3736,Fendi,,['designer']
3737,Gucci,,['designer']
3738,Dolce & Gabbana,,['designer']
3739,Dsquared2,,['designer']
3740,Burberry,,['designer']
3741,Max Mara,,['designer']
3742,Alexander McQueen,,['designer']
3743,Alexander McQueen,,['designer']
3744,NANCY GONZALEZ,,['designer']
3745,VALENTINO,,['designer']
3746,Prada,,['designer']
3747,Burberry,,['designer']
3748,Balenciaga,,['designer']
3749,Mr & Mrs Italy,,['designer']
3750,Prada,,['designer']
3751,Chloé,,['designer']
3752,Balmain,,['designer']
3753,Balenciaga,,['designer']
3754,Dolce & Gabbana,,['designer']
3755,David Yurman,,['designer']
3756,Prada,,['designer']
3757,VALENTINO,,['designer']
3758,VALENTINO,,['designer']
3759,Alexander McQueen,,['designer']
3760,Alexander McQueen,,['designer']
3761,Peter Pilotto,,['designer']
3762,Maison Margiela,,['designer']
3763,Maison Margiela,,['designer']
3764,Yohji Yamamoto,,['designer']
3765,Alexander McQueen,,['designer']
3766,Alexander McQueen,,['designer']
3767,Adam Lippes,,['designer']
3768,Mark Cross,,['designer']
3769,Saint Laurent,,['designer']
3770,Fendi,,['designer']
3771,Missoni,,['designer']
3772,Chanel,,['designer']
3773,Gucci,,['designer']
3774,Chloé,,['designer']
3775,Brioni,,['designer']
3776,ISABEL MARANT,,['designer']
3777,Saint Laurent,,['designer']
3778,Gucci,,['designer']
3779,Prada,,['designer']
3780,Bloomingdale's,,['designer']
3781,Fendi,,['designer']
3782,Dolce & Gabbana,,['designer']
3783,Marco Bicego,,['designer']
3784,Gucci,,['designer']
3785,SACAI,,['designer']
3786,Gucci,,['designer']
3787,Givenchy,,['designer']
3788,Gucci,,['designer']
3789,Bottega Veneta,,['designer']
3790,Loewe,,['designer']
3791,The Row,,['designer']
3792,Givenchy,,['designer']
3793,Fendi,,['designer']
3794,Fendi,,['designer']
3795,Tom Ford,,['designer']
3796,Cvc Stones,,['designer']
3797,Burberry,,['designer']
3798,Alberta Ferretti,,['designer']
3799,Canali,,['designer']
3800,Miu Miu,,['designer']
3801,Carolina Herrera,,['designer']
3802,Gucci,,['designer']
3803,Forzieri,,['designer']
3804,Akris,,['designer']
3805,Jil Sander,,['designer']
3806,Thom Browne,,['designer']
3807,Thom Browne,,['designer']
3808,Saint Laurent,,['designer']
3809,Halpern,,['designer']
3810,Christian Louboutin,,['designer']
3811,Dior,,['designer']
3812,Mark Cross,,['designer']
3813,Larkspur & Hawk,,['designer']
3814,Missoni,,['designer']
3815,Rick Owens,,['designer']
3816,Balmain,,['designer']
3817,Gucci,,['designer']
3818,Carl F. Bucherer,,['designer']
3819,Ileana Makri,,['designer']
3820,MARLO LAZ,,['designer']
3821,VALENTINO,,['designer']
3822,Louis Vuitton,,['designer']
3823,Giorgio Armani,,['designer']
3824,Lalique,,['designer']
3825,Moncler,,['designer']
3826,Bloomingdale's,,['designer']
3827,Louis Vuitton,,['designer']
3828,Saint Laurent,,['designer']
3829,Carolina Herrera,,['designer']
3830,Gianvito Rossi,,['designer']
3831,ALTUZARRA,,['designer']
3832,Prada,,['designer']
3833,Badgley Mischka,,['designer']
3834,Givenchy,,['designer']
3835,Alexandre Vauthier,,['designer']
3836,Saint Laurent,,['designer']
3837,Roger Vivier,,['designer']
3838,Raymond Weil,,['designer']
3839,Rick Owens,,['designer']
3840,Chloé,,['designer']
3841,Balmain,,['designer']
3842,Brunello Cucinelli,,['designer']
3843,Attico,,['designer']
3844,Bell & Ross,,['designer']
3845,Cartier,,['designer']
3846,Brunello Cucinelli,,['designer']
3847,Isaia,,['designer']
3848,Bloomingdale's,,['designer']
3849,Bloomingdale's,,['designer']
3850,Jaipur,,['designer']
3851,David Yurman,,['designer']
3852,Louis Vuitton,,['designer']
3853,Isaia,,['designer']
3854,Gucci,,['designer']
3855,Carhartt Work In Progress,CCC,['mid']
3856,Safavieh,,['designer']
3857,KENZO,III,['mid']
3858,Frame,HHH,['mid']
3859,Brunello Cucinelli,,['designer']
3860,Gucci,,['designer']
3861,Bloomingdale's,,['designer']
3862,Jimmy Choo,,['designer']
3863,Tom Ford,,['designer']
3864,Marco Bicego,,['designer']
3865,Brunello Cucinelli,,['designer']
3866,Balenciaga,,['designer']
3867,Topman,GGG,['fast']
3868,alexanderwang.t,LLL,['designer']
3869,alexanderwang.t,LLL,['designer']
3870,Bloomingdale's,,['designer']
3871,Dita,,['mid']
3872,Tom Ford,,['designer']
3873,Topman,BBB,['fast']
3874,Bloomingdale's,,['designer']
3875,MICHELE,,['designer']
3876,Akris,,['designer']
3877,Rick Owens,,['designer']
3878,Fumito Ganryu,,['designer']
3879,Balenciaga,,['designer']
3880,Bloomingdale's,,['designer']
3881,Marco Bicego,,['designer']
3882,ISABEL MARANT,,['designer']
3883,Givenchy,,['designer']
3884,Cartier,,['designer']
3885,Bloomingdale's,,['designer']
3886,Sydney Evan,,['designer']
3887,Saint Laurent,,['designer']
3888,Nikos Koulis,,['designer']
3889,CHOSEN by One Day,,['designer']
3890,Topman,BBB,['fast']
3891,Sophie Buhai,LLL,['mid']
3892,IWC,,['designer']
3893,Le Gramme,,['designer']
3894,Topman,BBB,['fast']
3895,Lillian August,,['designer']
3896,Bloomingdale's,,['designer']
3897,Missoni,,['designer']
3898,Nike,,['designer']
3899,3.1 Phillip Lim,JJJ,['mid']
3900,Toteme,,['mid']
3901,Random Identities,FFF,['mid']
3902,Bloomingdale's,,['designer']
3903,Fear of God,,['designer']
3904,Mattia Cielo,,['designer']
3905,Roberto Coin,,['designer']
3906,Bloomingdale's,,['designer']
3907,Alaia,,['designer']
3908,Roberto Coin,,['designer']
3909,Givenchy,,['designer']
3910,Azzaro,,['designer']
3911,Vetements,,['mid']
3912,Bloomingdale's,,['designer']
3913,Rolex,,['designer']
3914,Nike,CCC,['mid']
3915,VALEXTRA,,['designer']
3916,A.P.C.,EEE,['designer']
3917,Ingie Paris,,['designer']
3918,Breguet,,['designer']
3919,Prada,,['designer']
3920,Versace,,['designer']
3921,Alexander McQueen,,['designer']
3922,Alexander McQueen,,['designer']
3923,Monique Lhuillier,,['designer']
3924,Prada,,['designer']
3925,Levis,BBB,['mid']
3926,Topman,AAA,['fast']
3927,David Yurman,,['designer']
3928,Fendi,,['designer']
3929,Diesel,CCC,['mid']
3930,Bloomingdale's,,['designer']
3931,Topman,DDD,['fast']
3932,Brunello Cucinelli,,['designer']
3933,Omega,,['designer']
3934,Loewe,,['designer']
3935,Balmain,,['designer']
3936,Temple St. Clair,,['designer']
3937,Bloomingdale's,,['designer']
3938,Bell & Ross,,['designer']
3939,Dolce & Gabbana,,['designer']
3940,David Yurman,,['designer']
3941,Versace,GGG,['designer']
3942,Salvatore Ferragamo,,['designer']
3943,Patek Philippe,,['designer']
3944,Azzedine Alaïa,,['designer']
3945,Givenchy,,['designer']
3946,Jil Sander,,['designer']
3947,VALENTINO,,['designer']
3948,Gucci,,['designer']
3949,SLVRLAKE,,['mid']
3950,SUZANNE KALAN,,['designer']
3951,IWC,,['designer']
3952,Gucci,,['designer']
3953,Versace,LLL,['designer']
3954,Needles,,['mid']
3955,Boss Hugo Boss,FFF,['mid']
3956,Louis Vuitton,,['designer']
3957,Versace,,['designer']
3958,Rick Owens,III,['designer']
3959,Bloomingdale's,,['designer']
3960,The Row,,['designer']
3961,Rick Owens,,['designer']
3962,Paul Morelli,,['designer']
3963,Anita Ko,,['designer']
3964,Topman,AAA,['fast']
3965,Element,BBB,['mid']
3966,Thom Browne,,['designer']
3967,Delfina Delettrez,,['designer']
3968,Gucci,,['designer']
3969,Alexander McQueen,,['designer']
3970,Alexander McQueen,,['designer']
