colors,id,tier,noise,occasion,style
"{Black,grey}",2000000293023,designer,neutral,"Athletic,Casual",0
{white},2000000253222,mid,neutral,Casual,0
"{grey,purple}",2000000002670,mid,neutral,Casual,0
{black},2000000687295,mid,neutral,Casual,0
"{white,brown}",2000000191377,mid,neutral,Casual,0
"{black,white,brown}",2000000041563,mid,neutral,Casual,0
{grey},2000000365417,mid,neutral,Casual,0
{black},2000000980161,mid,neutral,Casual,0
{black},2000000619476,mid,neutral,Casual,0
{grey},2000000282242,mid,neutral,Casual,0
{grey},2000000324657,designer,neutral,Casual,0
"{blue,purple}",2000000848672,mid,neutral,Casual,0
"{grey,Brown}",2000000144681,mid,neutral,Casual,0
{brown},2000000225903,mid,neutral,Casual,0
{beige},2000000303502,mid,neutral,Casual,0
"{grey,white,green,blue,purple}",2000000021301,mid,loud,Casual,0
{grey},2000000200169,mid,neutral,Casual,0
{white},2000000226513,mid,neutral,Formal,0
"{black,brown,grey}",2000001119817,designer,neutral,Casual,0
{blue},2000000957873,designer,neutral,"Athletic,Casual",0
{grey},2000000988683,mid,neutral,Casual,0
{brown},2000000265883,mid,neutral,Casual,0
"{green,grey}",2000000183202,mid,neutral,Casual,0
{black},2000000159486,mid,neutral,Casual,0
"{beige,white,pink}",2000000012834,designer,neutral,Formal,0
{black},2000000192310,mid,neutral,Casual,0
"{grey,red}",2000000829520,mid,neutral,Casual,0
{blue},2000000325201,designer,neutral,Casual,0
"{black,grey}",2000000356076,mid,neutral,Casual,0
{red},2000000326693,mid,neutral,Casual,0
"{blue,brown}",2000000324982,mid,neutral,Formal,0
"{brown,blue}",2000000619670,mid,neutral,Casual,0
{grey},2000000975001,mid,neutral,Casual,0
"{beige,brown}",2000000093540,mid,neutral,Casual,0
"{purple,black}",2000000038425,mid,neutral,Casual,0
"{black,cyan}",2000000618761,mid,neutral,Casual,0
"{grey,white}",2000000060390,mid,neutral,Casual,0
"{black,beige}",2000000096531,mid,neutral,Athletic,0
"{pink,white}",2000000136783,mid,neutral,Formal,0
{beige},2000000636035,mid,neutral,Casual,0
"{beige,grey}",2000000244139,mid,neutral,Casual,0
"{black,brown,beige}",2000000033262,mid,neutral,Casual,0
{brown},2000000078764,mid,neutral,Casual,0
"{white,grey}",2000000365349,mid,neutral,Casual,0
"{beige,black,brown}",2000000399483,designer,neutral,Casual,0
{beige},2000000823728,mid,neutral,Casual,0
"{grey,beige,brown}",2000000066811,mid,neutral,Casual,0
"{brown,beige,grey}",2000000962016,mid,neutral,Casual,0
{black},2000000128004,mid,neutral,Casual,0
{beige},2000000455789,mid,neutral,Formal,0
{black},2000000145422,mid,neutral,Casual,0
{black},2000000371401,mid,neutral,Casual,0
{grey},2000000323809,mid,neutral,Casual,0
{black},2000000861561,mid,neutral,Casual,0
,2000000164005,mid,neutral,Casual,0
"{brown,grey,black}",2000000377730,mid,neutral,Casual,0
{grey},2000000366560,mid,neutral,Casual,0
"{beige,brown,black,purple}",2000000011609,mid,neutral,Casual,0
{Blue},2000000140295,mid,neutral,Casual,0
"{Brown,Purple,Black}",2000000139592,mid,neutral,Casual,0
{grey},2000000106038,mid,neutral,Casual,0
{black},2000000036007,mid,neutral,Casual,0
"{black,grey}",2000000436990,mid,neutral,Casual,0
{white},2000000345887,mid,neutral,Casual,0
"{red,grey,brown,pink}",2000000050082,mid,loud,Casual,0
{beige},2000000307838,mid,neutral,Casual,0
"{white,grey}",2000000265098,mid,neutral,Casual,0
"{grey,brown}",2000000333495,designer,neutral,Casual,0
{beige},2000000436826,mid,neutral,Casual,0
{white},2000001121480,mid,neutral,Casual,0
"{beige,pink,grey}",2000000148687,mid,neutral,Formal,0
"{grey,beige}",2000000496210,designer,neutral,Casual,0
{white},2000000971598,mid,neutral,Casual,0
"{beige,green}",2000000211492,designer,neutral,Casual,0
{white},2000000073345,mid,neutral,Casual,0
"{cyan,green}",2000000036702,mid,loud,Casual,0
{black},2000000216067,mid,neutral,Casual,0
{black},2000000672194,mid,neutral,Casual,0
"{grey,purple}",2000000324922,mid,neutral,Casual,0
"{grey,brown}",2000000061953,mid,neutral,Casual,0
"{beige,brown}",2000000119010,mid,neutral,Casual,0
"{blue,cyan,purple}",2000000268367,mid,loud,Casual,0
"{black,grey}",2000000635678,mid,neutral,Formal,0
"{grey,beige}",2000000065546,designer,neutral,Formal,0
{blue},2000000139827,mid,neutral,Casual,0
"{blue,pink}",2000000093094,designer,neutral,Casual,0
{white},2000000437865,mid,neutral,Casual,0
{black},2000000191883,mid,neutral,Casual,0
"{grey,black}",2000000828534,mid,neutral,Casual,0
{grey},2000000299212,mid,neutral,Casual,0
{Blue},2000000006942,mid,neutral,Casual,0
"{white,pink,brown,beige}",2000000118071,mid,neutral,Casual,0
"{white,grey}",2000000770928,designer,neutral,Casual,0
{orange},2000000207251,mid,neutral,Casual,0
"{blue,grey}",2000000406406,mid,neutral,Casual,0
{black},2000000751199,mid,neutral,Casual,0
"{green,grey,purple}",2000000015877,designer,loud,Casual,0
"{pink,red,grey}",2000000430799,mid,loud,Casual,0
{brown},2000000171049,mid,neutral,Casual,0
"{beige,white}",2000000420084,mid,neutral,Casual,0
"{red,cyan,yellow}",2000000130358,mid,loud,Casual,0
"{grey,brown,black}",2000000297196,mid,neutral,Casual,0
"{grey,purple}",2000000002884,mid,neutral,Formal,0
"{purple,blue,grey}",2000000006826,mid,neutral,Casual,0
{black},2000000144974,mid,neutral,Casual,0
"{black,grey}",2000000262900,mid,neutral,Casual,0
{black},2000000122638,mid,neutral,Casual,0
"{white,beige}",2000000520186,designer,neutral,Casual,0
{white},2000000773033,mid,neutral,Casual,0
{grey},2000000635442,mid,neutral,Casual,0
"{grey,beige,brown,black,white}",2000000133565,mid,neutral,Casual,0
"{blue,grey}",2000000421173,mid,neutral,Casual,0
{black},2000000798178,mid,neutral,Casual,0
"{white,grey}",2000000225920,mid,neutral,Casual,0
"{grey,blue}",2000000242780,mid,neutral,Casual,0
"{orange,brown}",2000000959271,mid,neutral,Casual,0
"{black,brown,grey}",2000000016265,mid,neutral,Casual,0
{grey},2000000565939,mid,neutral,Casual,0
"{beige,grey}",2000000017696,designer,neutral,Casual,0
{grey},2000000959974,mid,neutral,Casual,0
{purple},2000000381853,mid,neutral,Casual,0
{white},2000000099887,mid,neutral,Casual,0
{grey},2000000808767,mid,neutral,Athletic,0
{black},2000000039918,mid,neutral,Casual,0
"{grey,beige}",2000000033543,mid,neutral,Casual,0
{beige},2000001123390,mid,neutral,Casual,0
"{orange,cyan,grey,blue}",2000000103217,mid,loud,Casual,0
"{White,grey}",2000000058116,designer,neutral,Casual,0
{grey},2000000198489,mid,neutral,Casual,0
"{white,beige}",2000000663098,mid,neutral,Casual,0
"{black,brown}",2000000109713,mid,neutral,Casual,0
{cyan},2000000947805,designer,neutral,Casual,0
{grey},2000000741131,mid,neutral,Casual,0
{grey},2000000194071,mid,neutral,Casual,0
"{beige,brown}",2000000084613,mid,neutral,Casual,0
{white},2000000100111,mid,neutral,Casual,0
"{black,grey,red,purple}",2000000082665,designer,loud,Casual,0
"{orange,beige}",2000000090908,mid,neutral,Casual,0
"{grey,beige}",2000000061278,mid,neutral,Casual,0
"{black,grey}",2000000074425,mid,neutral,Casual,0
{cyan},2000000947778,mid,neutral,Casual,0
{grey},2000000309158,mid,neutral,Casual,0
"{white,black}",2000000064646,mid,neutral,Casual,0
"{beige,green,cyan}",2000000017613,mid,loud,Casual,0
"{blue,green,grey}",2000000057220,mid,neutral,Casual,0
"{green,blue}",2000000589470,mid,neutral,Casual,0
{brown},2000000268478,mid,neutral,Casual,0
"{brown,cyan,blue}",2000000280086,mid,neutral,Casual,0
"{grey,black,beige}",2000000020629,mid,neutral,Casual,0
{blue},2000000044213,mid,neutral,Casual,0
"{grey,brown}",2000000367004,designer,neutral,Casual,0
"{orange,brown}",2000000019251,mid,neutral,Casual,0
{black},2000000036662,mid,neutral,Casual,0
"{beige,black}",2000000271759,mid,neutral,Casual,0
{beige},2000000146087,designer,neutral,Athletic,0
"{beige,yellow}",2000000320045,mid,neutral,Casual,0
"{red,beige,brown}",2000000265348,mid,neutral,Casual,0
"{grey,brown,beige,blue,green,purple}",2000000013607,designer,loud,Casual,0
{black},2000000382004,mid,neutral,Casual,0
{grey},2000000584644,mid,neutral,Casual,0
{white},2000000254760,mid,neutral,Casual,0
"{black,grey}",2000000026870,mid,neutral,Casual,0
"{brown,beige}",2000000173376,mid,neutral,Casual,0
"{brown,grey}",2000000352212,mid,neutral,Athletic,0
{black},2000000261439,mid,neutral,Formal,0
{beige},2000000614347,designer,neutral,Casual,0
{beige},2000000134874,mid,neutral,Casual,0
{grey},2000000801543,mid,neutral,Casual,0
{black},2000000506356,mid,neutral,Athletic,0
"{brown,green,black,beige}",2000000288344,mid,neutral,Casual,0
{black},2000000258861,mid,neutral,Casual,0
"{beige,purple,blue,grey}",2000000047627,mid,neutral,Casual,0
{grey},2000000276815,designer,neutral,Casual,0
"{black,white}",2000000199976,mid,neutral,Casual,0
"{blue,black}",2000000294714,mid,neutral,Casual,0
"{black,grey,white}",2000000189363,mid,neutral,Casual,0
"{beige,brown}",2000000265736,mid,neutral,Casual,0
{beige},2000000156046,mid,neutral,Casual,0
"{black,grey}",2000000462400,mid,neutral,Casual,0
"{grey,brown}",2000000981131,designer,neutral,Casual,0
{black},2000000099983,mid,neutral,Casual,0
{black},2000000799097,designer,neutral,Casual,0
{grey},2000000338278,mid,neutral,Casual,0
{black},2000000047217,mid,neutral,Casual,0
"{white,black}",2000000312561,mid,neutral,Casual,0
"{black,blue}",2000000124396,mid,neutral,Casual,0
"{purple,grey}",2000000681276,mid,neutral,Athletic,0
{blue},2000000177109,mid,neutral,Casual,0
{grey},2000000239499,mid,neutral,Casual,0
{red},2000000354316,mid,neutral,Casual,0
"{white,beige}",2000000059011,mid,neutral,Casual,0
{white},2000000497723,mid,neutral,Casual,0
{grey},2000000201547,designer,neutral,Casual,0
{black},2000000368364,mid,neutral,Casual,0
{pink},2000000173918,mid,neutral,Casual,0
"{cyan,beige}",2000000065341,designer,neutral,Casual,0
{black},2000000411911,mid,neutral,Casual,0
"{black,purple,green,blue}",2000000475585,mid,loud,Casual,0
"{purple,blue,grey,beige,green}",2000000133039,mid,loud,Casual,0
"{pink,beige,red}",2000000049304,mid,loud,Casual,0
"{black,grey}",2000000641520,mid,neutral,Casual,0
"{beige,brown}",2000000308062,mid,neutral,Casual,0
{Black},2000000022774,designer,neutral,"Athletic,Casual",0
{grey},2000000371062,designer,neutral,Casual,0
{black},2000000056814,mid,neutral,Casual,0
{grey},2000000317709,designer,neutral,Casual,0
"{brown,pink}",2000000490975,mid,neutral,Casual,0
"{grey,black,beige}",2000000030331,mid,neutral,Casual,0
{black},2000000017090,mid,neutral,Casual,0
{grey},2000000336117,mid,neutral,Casual,0
"{beige,black}",2000000011143,mid,neutral,Casual,0
{grey},2000000199065,mid,neutral,Casual,0
{brown},2000000296502,mid,neutral,Casual,0
{black},2000000719906,designer,neutral,Casual,0
"{black,grey}",2000000599243,designer,neutral,Casual,0
{black},2000001123541,mid,neutral,Casual,0
"{brown,black}",2000000404910,mid,neutral,Casual,0
"{black,blue}",2000000168274,mid,neutral,"Athletic,Casual",0
{white},2000000306715,mid,neutral,Casual,0
{grey},2000000157339,mid,neutral,Casual,0
{black},2000000428148,mid,neutral,Athletic,0
"{grey,black,brown}",2000000293106,designer,neutral,Casual,0
{black},2000000700734,mid,neutral,Casual,0
{grey},2000000248154,mid,neutral,Casual,0
"{grey,Brown,Black}",2000000069849,mid,neutral,Casual,0
{beige},2000000375981,mid,neutral,Casual,0
"{black,grey}",2000000422261,mid,neutral,Casual,0
"{brown,purple}",2000000057343,mid,neutral,Casual,0
{blue},2000000843405,mid,neutral,Athletic,0
{beige},2000000166448,mid,neutral,Casual,0
{grey},2000000100369,mid,neutral,Casual,0
{black},2000000569710,mid,neutral,Casual,0
"{Black,Blue}",2000000266617,mid,neutral,Casual,0
{black},2000000152090,mid,neutral,Casual,0
"{white,grey}",2000000269936,mid,neutral,Casual,0
"{white,beige}",2000000166160,mid,neutral,Formal,0
"{pink,brown}",2000000004451,designer,neutral,Casual,0
"{red,pink,brown}",2000000470454,mid,loud,Casual,0
"{blue,pink}",2000000738133,mid,neutral,Casual,0
{white},2000000821258,mid,neutral,Casual,0
"{brown,beige}",2000000324981,mid,neutral,"Athletic,Casual",0
{beige},2000000305288,mid,neutral,Casual,0
"{black,beige}",2000000666731,mid,neutral,Casual,0
"{grey,blue,purple}",2000000168353,mid,neutral,Casual,0
{white},2000000947373,mid,neutral,Casual,0
"{beige,brown}",2000000377777,mid,neutral,Casual,0
{black},2000000294007,mid,neutral,Casual,0
"{Beige,Purple}",2000000087699,designer,neutral,Casual,0
{black},2000000949573,mid,neutral,Casual,0
"{black,grey}",2000000647270,mid,neutral,Athletic,0
"{beige,white,blue}",2000000317244,designer,neutral,Casual,0
"{brown,grey,black}",2000000151110,mid,neutral,Casual,0
"{blue,green,grey,red}",2000000105732,designer,loud,Casual,0
"{red,black}",2000000257977,designer,neutral,Casual,0
"{beige,grey}",2000000353398,mid,neutral,Formal,0
"{black,beige}",2000000947574,mid,neutral,Casual,0
{grey},2000000142476,designer,neutral,Casual,0
{grey},2000000640357,mid,neutral,Casual,0
"{grey,yellow}",2000000855730,mid,neutral,Casual,0
"{beige,grey,blue,purple,black,brown}",2000000027207,designer,neutral,Casual,0
"{green,black}",2000000746775,mid,neutral,Casual,0
{grey},2000000357730,mid,neutral,Casual,0
{white},2000000990764,mid,neutral,Casual,0
{black},2000000060243,mid,neutral,Athletic,0
"{Beige,Brown}",2000000174005,designer,neutral,Casual,0
{green},2000000362437,designer,neutral,Casual,0
{green},2000000811705,mid,neutral,Casual,0
"{pink,beige,black,grey}",2000000149141,designer,neutral,Casual,0
"{black,grey,brown,red}",2000000074081,mid,neutral,Formal,0
{black},2000000689142,designer,neutral,Casual,0
{grey},2000000732683,mid,neutral,Casual,0
{beige},2000000082032,mid,neutral,Casual,0
"{Black,Brown}",2000000070757,mid,neutral,Casual,0
{blue},2000000098637,mid,neutral,Casual,0
"{beige,grey}",2000000306894,mid,neutral,Casual,0
"{white,blue}",2000000839669,designer,neutral,Casual,0
{green},2000000326639,designer,neutral,Casual,0
"{brown,beige,black,green}",2000000012473,mid,neutral,Casual,0
"{Black,Brown}",2000000122519,mid,neutral,Casual,0
{grey},2000000399971,mid,neutral,Casual,0
"{blue,purple,brown}",2000000171695,mid,neutral,Casual,0
{black},2000000614108,designer,neutral,Casual,0
{white},2000000594246,mid,neutral,Casual,0
{white},2000000669894,mid,neutral,Casual,0
{grey},2000000076710,mid,neutral,Casual,0
{beige},2000000123153,mid,neutral,Casual,0
{white},2000000232555,designer,neutral,Casual,0
"{brown,green}",2000000024381,mid,neutral,Casual,0
"{black,beige}",2000000281769,mid,neutral,Athletic,0
{black},2000000036600,mid,neutral,Casual,0
{white},2000000539726,mid,neutral,Casual,0
"{black,brown}",2000000283780,mid,neutral,Casual,0
{black},2000000177584,designer,neutral,Casual,0
{black},2000000056497,designer,neutral,Casual,0
{white},2000000040706,designer,neutral,Casual,0
{black},2000000027499,mid,neutral,Casual,0
"{Black,grey,Brown,Green}",2000000009078,mid,neutral,Athletic,0
"{black,brown}",2000001121084,mid,neutral,Casual,0
"{brown,black,grey}",2000000702927,mid,neutral,Casual,0
{beige},2000000231785,mid,neutral,Casual,0
"{beige,brown,white}",2000000320472,mid,neutral,Casual,0
{grey},2000000753492,mid,neutral,Casual,0
{black},2000000284960,mid,neutral,Casual,0
"{black,brown}",2000000400045,mid,neutral,Athletic,0
"{beige,grey}",2000000632660,mid,neutral,Casual,0
"{blue,cyan}",2000000188338,designer,neutral,Casual,0
"{grey,beige}",2000000409361,mid,neutral,Casual,0
"{white,beige}",2000000045547,mid,neutral,Casual,0
"{brown,white}",2000000158826,designer,neutral,Casual,0
{brown},2000000786611,mid,neutral,Casual,0
{beige},2000000857843,mid,neutral,Casual,0
"{purple,beige}",2000000289512,mid,neutral,Casual,0
{grey},2000000369184,mid,neutral,Casual,0
"{red,pink}",2000000042447,mid,loud,Casual,0
{blue},2000000589009,mid,neutral,Casual,0
"{white,beige}",2000000356851,mid,neutral,Casual,0
"{grey,black,brown,beige}",2000000201305,designer,neutral,Casual,0
"{black,brown}",2000000101484,mid,neutral,Casual,0
"{grey,blue}",2000000211701,mid,neutral,Casual,0
{grey},2000000276150,designer,neutral,Casual,0
{beige},2000000137759,mid,neutral,Casual,0
{black},2000000545138,mid,neutral,Casual,0
{black},2000000188312,mid,neutral,Casual,0
"{brown,beige}",2000000494169,mid,neutral,Casual,0
"{white,black}",2000000070768,mid,neutral,Casual,0
"{red,grey}",2000000009852,mid,neutral,"Athletic,Casual",0
{grey},2000000130880,mid,neutral,Casual,0
{black},2000000335444,mid,neutral,Casual,0
"{black,grey}",2000000075950,designer,neutral,Casual,0
{black},2000000569541,mid,neutral,Casual,0
"{Brown,grey,Black,Green,Red}",2000000286331,mid,loud,Casual,0
"{grey,white}",2000000012692,mid,neutral,Casual,0
"{black,brown}",2000000300832,mid,neutral,Casual,0
{black},2000000297330,mid,neutral,Casual,0
{black},2000000309651,mid,neutral,Casual,0
{white},2000000958024,designer,neutral,Casual,0
{black},2000000014149,designer,neutral,Casual,0
{beige},2000000951677,mid,neutral,Casual,0
"{brown,black}",2000000052164,mid,neutral,Formal,0
{white},2000000734752,mid,neutral,Casual,0
"{beige,purple}",2000000029255,mid,neutral,Casual,0
"{blue,beige}",2000000854606,mid,neutral,Casual,0
"{Beige,Brown}",2000000303326,designer,neutral,"Casual,Formal",0
{black},2000000016491,mid,neutral,Casual,0
{black},2000000034551,mid,neutral,Casual,0
{beige},2000000250697,mid,neutral,Casual,0
{black},2000000642176,mid,neutral,Casual,0
{black},2000000301331,mid,neutral,Casual,0
"{orange,brown,black,grey}",2000000306880,mid,neutral,Casual,0
"{beige,brown}",2000000230427,mid,neutral,Casual,0
"{black,grey}",2000000048071,mid,neutral,Casual,0
{grey},2000000161090,mid,neutral,"Athletic,Casual",0
"{beige,black}",2000000064922,mid,neutral,Casual,0
{black},2000000206382,mid,neutral,Athletic,0
"{beige,blue}",2000000193239,mid,neutral,Formal,0
{grey},2000000208202,mid,neutral,Casual,0
"{black,brown}",2000000991033,mid,neutral,Casual,0
{grey},2000000336700,mid,neutral,Casual,0
{brown},2000000309565,mid,neutral,Casual,0
"{grey,black}",2000000612044,designer,neutral,Casual,0
{grey},2000000782761,mid,neutral,Casual,0
"{purple,blue,cyan}",2000000012607,mid,loud,Casual,0
"{black,grey,beige,white}",2000000495263,mid,neutral,Casual,0
{grey},2000000066143,mid,neutral,Casual,0
{black},2000000421315,mid,neutral,Casual,0
"{red,beige}",2000000163915,mid,neutral,Casual,0
{red},2000000010885,mid,neutral,Casual,0
{beige},2000000778101,mid,neutral,Casual,0
{Blue},2000000000721,mid,neutral,Casual,0
"{black,orange}",2000000030684,mid,neutral,Casual,0
"{pink,black,red,blue}",2000000000780,mid,loud,Casual,0
{blue},2000000605446,mid,neutral,Casual,0
"{black,grey}",2000000025978,mid,neutral,Casual,0
{black},2000000072483,mid,neutral,Casual,0
"{black,grey}",2000000683672,mid,neutral,Casual,0
"{grey,black}",2000000786047,designer,neutral,Casual,0
{red},2000000256892,mid,neutral,Casual,0
"{beige,brown}",2000000052662,mid,neutral,Casual,0
"{Black,Brown}",2000000095059,mid,neutral,Casual,0
{grey},2000000092802,mid,neutral,Casual,0
{white},2000000786128,mid,neutral,Casual,0
{grey},2000000237879,mid,neutral,Casual,0
{red},2000000958906,mid,neutral,Casual,0
"{white,yellow,brown}",2000000306754,mid,neutral,Casual,0
{brown},2000000001264,mid,neutral,Athletic,0
{blue},2000000600381,mid,neutral,Casual,0
{white},2000000646146,mid,neutral,Casual,0
