brand,info,retailer,name,price,unbranded_name,sale_price,categories,tier,,,
Ralph Lauren Childrenswear,Ralph Lauren Childrenswear polo coverall. Spread collar, button placket front. Long sleeves. Pleated shoulders. Logo embroidery at chest. Snaps through legs. Cotton. Imported.,Bergdorf Goodman,"Interlock Polo Coverall, Size 3-12 Months",29.5,"Interlock Polo Coverall, Size 3-12 Months",,"{women_clothing,women_tops,women_all}",,,
Kate Spade New York,"Classic blue-and-white dishes get a fresh modern update with kate spade new york's painterly assortment of stripes, spots, swirls and other motifs. Variations in design make them perfect for mixing and matching.",Bloomingdale's,kate spade new york Charlotte Street Pasta Bowl,21,kate spade new york Charlotte Street Pasta Bowl,,"{men_clothing,men_all,men_shirts}",,,,
Sole Society,"When the weather cools enough for you to bust out those new season looks wrap them with this cuddly-soft, fuzzy scarf. Style Name: Sole Society Oversize Knit Scarf. Style Number: 5741101. Available in stores.",NORDSTROM,Women's Sole Society Oversize Knit Scarf,39.95,Women's Sole Society Oversize Knit Scarf,39.95,"{women_accessory,women_all,women_scarves}",,,,
Coola,"What It Is: Coola's Mineral Body Sunscreen provides hydrating, chemical-active free sun protection for even the most sensitive skin. They incorporate genre-defying technology to help disperse non-nano minerals evenly for a sheer application with a lightweight and eminently wearable finish. What It Does: - 70%+ certified organic ingredients - Non-nano Zinc Oxide sunscreen actives - Broad Spectrum Spf 30 mineral protection - Water-Resistant (80 minutes) - Sheer finish hydrates & nourishes - Plant",Bloomingdale's,Coola Suncare Mineral Body Organic Sunscreen Lotion Spf 30,36,Coola Suncare Mineral Body Organic Sunscreen Lotion Spf 30,36,"{luggage,women_luggage,women_all,men_bag,women_bag,men_luggage,men_all}",,,,
Casetify,"A curious cat stares down nosy fellow commuters while you browse your phone in this clear and protective phone case. Made from shock-resistant qitech material, this hard-shell case is co-molded with an impact-absorbing soft inner layer and features a screen-protective bezel. Style Name: Casetify Peekaboo Cat Iphone Case. Style Number: 5911235. Available in stores.",NORDSTROM,Casetify Peekaboo Cat Iphone Case - Black,36,Casetify Peekaboo Cat Iphone Case - Black,36,{women tech accessories},,,,
Homesick,Homesick Northern California Candle-Home,Bloomingdale's,Homesick Northern California Candle,30,Homesick Northern California Candle,,"{women activewear,men slip ons and loafers}",,,,
Kate Spade New York,kate spade new york Nolita Mug-Home,Bloomingdale's,kate spade new york Nolita Mug,16,kate spade new york Nolita Mug,,"{luggage,women_luggage,women_all,men_bag,women_accessory,women_gloves,men_luggage,women_bag,men_all}",,,,
Kate Spade New York,"Classic blue-and-white dishes get a fresh modern update with kate spade new york's painterly assortment of stripes, spots, swirls and other motifs. Variations in design make them perfect for mixing and matching.",Bloomingdale's,kate spade new york Charlotte Street Fruit Bowl,15,kate spade new york Charlotte Street Fruit Bowl,,"{men_clothing,men_all,men_intimates}",,,,
Nakamol Design,Teardrop hoop earrings to go with the fashion season's romantic boho mood are handcrafted with a fringe of fine chains strung with a rainbow of bright beads. Style Name: Nakamol Design Chain Fringe Teardrop Earrings. Style Number: 5824667. Available in stores.,NORDSTROM,Women's Nakamol Design Chain Fringe Teardrop Earrings,42,Women's Nakamol Design Chain Fringe Teardrop Earrings,42,"{women_accessory,women_all,women_earrings}",,,,
Madewell,"Made from vegetable-tanned leather that develops a beautiful patina with wear, this slim card case is perfect for organizing essential cards and a bit of cash. Style Name: Madewell The Leather Card Case. Style Number: 5853543. Available in stores.",NORDSTROM,Women's Madewell The Leather Card Case -,24.5,Women's Madewell The Leather Card Case -,24.5,{women wallets},,,,
STATIC NAILS,"What it is: An award-winning set of pop-on nails with a coffin shape for the perfect, non-damaging manicure in seconds. What it does: They can be removed, reapplied, repainted or even reshaped for full customization. Wear them for weeks straight or a few days at a time. Set includes:- 24 Reusable Nails in 12 sizes per hand (fits petite, average and larger-sized nail beds)- Static Nails Non-Damaging Nail Glue- Storage Tray- Buffer- FileHow to use:",NORDSTROM,Static Nails Perfect In Pink Pop-On Reusable Manicure Set -,14,Static Nails Perfect In Pink Pop-On Reusable Manicure Set -,14,"{women_accessory,women_all,women_rings}",,,,
Kate Spade New York,"Classic blue-and-white dishes get a fresh modern update with kate spade new york's painterly assortment of stripes, spots, swirls and other motifs. Variations in design make them perfect for mixing and matching.",Bloomingdale's,kate spade new york Charlotte Street Accent Plate,19,kate spade new york Charlotte Street Accent Plate,,"{men_luggage,men_bag,men_all,women_luggage,women_bag,women_all,luggage}",,,,
THE WHITE COMPANY,"What it is: This softly scented candle enhances botanical notes with a generous infusion of cinnamon sticks, orange slices and red berries. Fragrance story: Like the inviting aroma of stepping in from the cold, winter will instantaneously wrap your senses with its warm, spicy scent. Curl up on an armchair as notes of cinnamon and clove add warmth to your room, while a dash of fresh orange rebalances your mood. Style: warm, spicy. Notes: cinnamon",NORDSTROM,The White Company Medium Winter Botanical Candle,32,The White Company Medium Winter Botanical Candle,32,"{women_accessory,women_all,women_scarves,men_clothing,men_all,men_swimwear}",,,,
Paul Smith,"Stay warm and stylish this winter with these multicoloured Signature Stripe socks from Paul Smith. Crafted from a cotton-blend, they feature a striped print, a ribbed hem and a black heel and toe. Socks and Hosiery must be returned in its original unopened packaging.",Farfetch,"Paul Smith - Signature Stripe socks - men - Nylon/Spandex/Elastane - M, L - Black",25,"Paul Smith - Signature Stripe socks - men - Nylon/Spandex/Elastane - M, L - Black",25,,,,,
New Era Cap,A compliment to any outfit or if you just want to rep your team. Featuring the classic Suns logo and a flat brim. It also features metal decals on the top. Cop this hat to not only show support but also as a loud statement! Suns logo embroidery on the front with metal decal on top Polyester fabric for durable and quick-dry wear. Suns' purple throughout.,KICKSUSA,New Era - Phoenix Suns Metal & Thread 9Fifty Hat (Purple),34,New Era - Phoenix Suns Metal & Thread 9Fifty Hat (Purple),,{men hats},,,,
1822 Denim,Fraying abrasions and a raw hem give this stretch-denim miniskirt lived-in edge. Style Name:1822 Denim Distressed Denim Miniskirt. Style Number: 5837934. Available in stores.,NORDSTROM,Women's 1822 Denim Distressed Denim Miniskirt,39,Women's 1822 Denim Distressed Denim Miniskirt,23.4,"{women_clothing,women_all,women_skirts}",,,,
2xist,"2(x)ist men's ""Sliq"" micro briefs in embossed jersey. Approx. 3.3"" side seam (Size M). Signature Ultra-Contour Pouch for boost. Elastic waistband. Ultra low rise. High-cut legs. Minimal seams. Polyester/spandex. Machine wash. Imported.",Bergdorf Goodman,Sliq Micro Briefs,26,Sliq Micro Briefs,13,"{men_clothing,men_all,men_intimates}",,,,
Topman,"Stretch Skinny Fitthree Button Flyrolled Hem99% Cotton, 1% Elastanemachine Washable Our Model Malik Wears A Size Mediummodel Measurements: Height: 6'1/1.85M, Chest: 38/98Cm, Waist: 31/77Cm",Topman US,Mens Washed Black Stretch Skinny Denim Shorts,40,Mens Washed Black Stretch Skinny Denim Shorts,40,"{men_clothing,men_all,men_shorts}",,,,
Hue,Hue Ultra Capri Leggings-Women,Bloomingdale's,Hue Ultra Capri Leggings,34,Hue Ultra Capri Leggings,23.8,"{women_clothing,women_all,women_activewear}",,,,
Bonobos,"A fun bird print marks eye-catching socks knit from a fine, stretchy pima cotton blend for all-day comfort. Style Name: Bonobos Bird Print Cotton Blend Socks. Style Number: 5907102 1. Available in stores.",NORDSTROM,Men's Bonobos Bird Print Cotton Blend Socks,15,Men's Bonobos Bird Print Cotton Blend Socks,9.75,"{men_clothing,men_all,men_intimates}",,,,
Sunspel,"Founded in 1822 by Thomas Arthur Hill, British brand Sunspel is behind some of our best-loved garments, including the humble T-shirt. The label continues to update and refine its designs, always keeping that sense of heritage and originality close to its heart. This white superfine cotton vest top from Sunspel features a round neck, a slim fit and a straight hem.",Farfetch,Sunspel - superfine vest top - men - Cotton - XS - White,39,Sunspel - superfine vest top - men - Cotton - XS - White,24,"{men_clothing,men_all,men_tops}",,,,
Kiehl's Since,"Kiehl's Since 1851 Facial Fuel Energizing Scrub, 5.0 oz. DetailsSloughs away dead surface skin cells and other impurities. Made with highly effective scrub particles to alleviate roughness and help break down tough facial hair for a closer, more comfortable shave. Contains a natural, invigorating blend of Caffeine and Menthol. A customer favorite. 150 mL / 5.0 fl. oz. Designer About Kiehl's Since 1851: Founded as an apothecary on New York's Lower East Side, Kiehl's Since 1851 has always been k.",Bergdorf Goodman,"Facial Fuel Energizing Scrub, 5.0 oz.",26,"Facial Fuel Energizing Scrub, 5.0 oz.",,"{men_accessory,men_all,men_jewelry}",,,,
Topman,"Muscle Fit - Closely Fitted Through The Chest, Waist And Hem With Added Stretch For Comfortbutton Down Collarchest Pocketwoven Cotton Fabricationshort Sleeves98% Cotton, 2% Elastanemachine Washable Our Model Zach Wears A Size Mediummodel Measurements: Height: 6'3/1.90.5M, Chest: 34/86Cm, Waist: 29/74Cm",Topman US,Mens White Muscle Fit Oxford Shirt,35,Mens White Muscle Fit Oxford Shirt,35,"{men_clothing,men_all,men_shirts}",,,,
Charcoal Companion,Charcoal Companion Soft Grip Handled Rolling Pizza Cutter-Home,Bloomingdale's,Charcoal Companion Soft Grip Handled Rolling Pizza Cutter,9.99,Charcoal Companion Soft Grip Handled Rolling Pizza Cutter,,"{women_bag,women_all,women_satchels,men_bag,men_all,men_tote_bags}",,,,
ALLSTATE,Add a striking touch to your seasonal decor with a decorative pumpkin featuring a carved geo design and silvery stem. Style Name: Allstate Geo Design Decorative Pumpkin. Style Number: 5856517. Available in stores.,NORDSTROM,Allstate Geo Design Decorative Pumpkin,35.99,Allstate Geo Design Decorative Pumpkin,35.99,"{women_clothing,women_all,women_skirts,men_accessory,men_all,men_scarves}",,,,
Clinique,"What It Is: Lip balm with a colorful twist. What It Does: Luscious, high-gloss shades treat your most under-moisturized skin to soothing shine. Instantly relieve dryness, protect with antioxidants and more. Ingredients: Polybutene, Polydecene, Petrolatum, Bis-Diglyceryl Polyacyladipate-2, Octyldodecanol, Microcrystalline Wax/Cera Microcristallina/Cire Microcristalline, Tocopheryl Acetate, Salvia Sclarea (Clary) Extract, Betula Alba (Birch) Extract, Triticum Vulgare (Wheat) Germ Extract, Aloe Bar",NORDSTROM,Clinique Superbalm Moisturizing Gloss,18.5,Clinique Superbalm Moisturizing Gloss,18.5,{women tops},,,,
adidas Originals,"Carry everything you need in style with the adidas Originals National Waist Pack. Zippered main compartment for ample storage space. Small front pocket for little items. Key fob in the front pocket for secure storage. Clip-lock closure on the strap. Nylon zippers with metal zipper pulls offer long-lasting durability. 100% polyester. Imported. Dimensions: 11.5"" L x 3.25"" W x 4.75"" H. adidas Originals National Waist Pack - Olive Cargo / Camo.", Champs Sports,adidas Originals National Waist Pack - Black / White,25,adidas Originals National Waist Pack - Black / White,19.99,"{men_pouch,men_all,men_bag}",,,,
Juice Beauty,"What It Is: A skin-perfecting foundation and age-defying serum in one with concentrated plant-derived Phyto-Pigments. What It Does: This buildable to full-coverage formula blends seamlessly for a flawless finish while delivering a noticeably smoother, more youthful-looking appearance. Formulated without silicones, its hydrating coconut alkanes and antioxidant-rich technology provides comfort, as well as leaving skin looking radiant. - Reduces the appearance of lines and wrinkles - Does not settl",Bloomingdale's,Juice Beauty Phyto-pigments Flawless Serum Foundation,44,Juice Beauty Phyto-pigments Flawless Serum Foundation,,"{women_clothing,women_all,women_intimates}",,,,
Kate Spade New York,kate spade new york Birch Way Saucer-Home,Bloomingdale's,kate spade new york Birch Way Saucer,20,kate spade new york Birch Way Saucer,,"{women_accessory,women_all,women_gloves,men_luggage,men_bag,men_all,women_luggage,women_bag,women_all,luggage}",,,,
PANDORA,"A sterling silver charm surrounded by raised, knotted infinity hearts symbolizes the way love draws people together and keeps them close. Style Name: Pandora Knotted Hearts Charm. Style Number: 5838247. Available in stores.",NORDSTROM,Women's Pandora Knotted Hearts Charm,35,Women's Pandora Knotted Hearts Charm,35,"{women_accessory,women_all,women_bracelets}",,,,
Reiss,"The Franks socks in light-grey combine a soft cotton blend with a horizontal, striped design and are sure to become an indispensable part of your underwear collection. * Cotton-rich fabrication * Branding to each sole",REISS LTD,"Reiss Franks - Striped Socks in Light Grey, Mens",25,"Reiss Franks - Striped Socks in Light Grey, Mens",25,"{men_clothing,men_all,men_intimates}",,,,
Supergoop,"What it is: A moisture-rich, whipped formula that reveals a more youthful, toned and smoother body while preventing future signs of UV photoaging. What it does: Formulated with Omega 7 fatty acid-rich sea buckthorn, this moisturizing body butter helps reduce the appearance of age spots while restoring dry skin and improving skin texture and elasticity. How to use: Apply liberally to your body at least 15 minutes prior to sun exposure. Use a",NORDSTROM,Supergoop! Forever Young Body Butter Spf 40,38,Supergoop! Forever Young Body Butter Spf 40,38,"{women_bag,women_shoulder_bags,women_all}",,,,
Levis,Sherpa pouch in black. Adjustable webbing shoulder in black with press-release fastening. Logo flag in red at side. Logo bonded in white at face. Zippered pocket at back face. Zip closure at main compartment. Partial satin lining. Supplier color: Black,SSENSE,Levis Black Sherpa Fanny Pack,35,Levis Black Sherpa Fanny Pack,35,"{men_bag,men_all,men_pouch}",,,,
adidas,This tee's cropped silhouette shows off the hard work you put in at the gym. Style Name: Adidas Crop Logo Tee. Style Number: 5684914 1. Available in stores.,NORDSTROM,Women's Adidas Crop Logo Tee,32,Women's Adidas Crop Logo Tee,19.2,"{women_activewear,women_clothing,women_all}",,,,
Philippe Deshoulieres,"The stunning architecture of Florentine palaces informed Philippe Deshoulieres' bold geometric design, rendered in shades of green and gold.",Bloomingdale's,Philippe Deshoulieres Arcades Coffee Saucer,35,Philippe Deshoulieres Arcades Coffee Saucer,,"{women_shoe,women_all,women_slides,men_clothing,men_all,men_pants}",,,,
